ID,int_rc,NoPaiFull,NoPaidLoan,NewLoanApplication,monto_cobrar,acepta,pagado
10001,0.2164032749512103,0.15640634,0.2132155556977513,37752.0,51584.5,1,43516.35715427
10002,0.1797953117889973,0.15996672,0.2189933808336736,52917.0,70368.8,1,59112.133873664
10003,0.1468758810826293,0.0,0.0,106380.0,137961.7,0,137961.7
10004,0.1988785175311131,0.1505349,0.2037931105115443,35830.0,48330.3,1,41054.90312253
10005,0.0731925871571119,0.0,0.0,32816.0,40140.3,1,40140.3
10006,0.2056168656557462,0.16704217,0.2306221138469878,57708.0,78229.9,1,65162.207745117
10007,0.1823425824549595,0.15873079,0.2169821578279322,103440.0,137817.5,1,115941.619349175
10008,0.0908226003083957,0.0,0.0,139810.0,173479.4,0,173479.4
10009,0.1723593621616182,0.15073611,0.2041138549997691,229950.0,304076.5,1,258241.191247585
10010,0.1558056615830214,0.16858912,0.2331909440492286,248843.0,324940.6,1,270159.150193728
10011,0.1466727301423549,0.0,0.0,73997.0,95949.9,0,95949.9
10012,0.20891226928436,0.16753012,0.2314313618169584,94941.0,129016.5,1,107402.35027302
10013,0.1100711478728125,0.0,0.0,138348.0,174328.3,0,174328.3
10014,0.1131312647561495,0.0,0.0,149382.0,188689.1,0,188689.1
10015,0.2041074037214905,0.1641382,0.2258255252243852,174402.0,236159.0,1,197396.2868262
10016,0.1933725423971575,0.15841617,0.2164711214805541,40590.0,54527.5,1,45889.462290325
10017,0.1822237214611491,0.16684337,0.2302926827816277,27272.0,36332.4,1,30270.579943812
10018,0.1043415077972953,0.0,0.0,63238.0,79322.0,0,79322.0
10019,0.1956517309911291,0.16969493,0.2350330939205273,215662.0,290205.9,1,240959.43011391303
10020,0.0831062582474025,0.0,0.0,101528.0,125194.8,0,125194.8
10021,0.2019683901400665,0.16069987,0.2201892313539852,120790.0,163304.3,1,137061.32021955898
10022,0.118471792945558,0.0,0.0,202147.0,256417.8,0,256417.8
10023,0.1966288436953948,0.15052204,0.2037726158310216,267212.0,359835.4,1,305672.24152778403
10024,0.1275104955082277,0.0,0.0,306755.0,391882.7,0,391882.7
10025,0.1538111603637472,0.0,0.0,101448.0,132269.0,0,132269.0
10026,0.1708104643695016,0.16030647,0.2195472918553987,89369.0,118039.5,1,99117.004434435
10027,0.1658576591668902,0.1545075,0.2101539930868694,137224.0,180567.3,1,152668.29789525
10028,0.1986973273334013,0.16636494,0.2295005214871842,53210.0,71764.2,1,59825.153172852
10029,0.1797575122599873,0.1605433,0.2199336725765606,87180.0,115928.3,1,97316.78815461
10030,0.1313721975570686,0.0,0.0,241757.0,309780.7,0,309780.7
10031,0.1944119030500728,0.15500307,0.2109516900848385,111198.0,149495.9,1,126323.57654758698
10032,0.1802391008739371,0.1618892,0.2221336128826881,72308.0,96186.9,1,80615.27970851999
10033,0.1880209038553532,0.16898656,0.2338524681381807,173040.0,231531.1,1,192405.455877984
10034,0.1987241793857918,0.16410574,0.2257720982555855,12570.0,16953.5,1,14171.33333691
10035,0.196513444550332,0.16699931,0.2305510773346417,133980.0,180405.9,1,150278.239180071
10036,0.1741172008223495,0.16731185,0.2310692514358466,54560.0,72243.8,1,60156.55617097
10037,0.1679604659344466,0.0,0.0,136788.0,180281.2,0,180281.2
10038,0.1967678602445722,0.15016669,0.2032065482347356,129150.0,173935.1,1,147815.841758181
10039,0.1630345754359468,0.16537605,0.2278660437434127,133654.0,175492.3,1,146470.076620585
10040,0.1488289397393726,0.0,0.0,50104.0,65076.5,0,65076.5
10041,0.1142019546770228,0.0,0.0,178392.0,225523.5,0,225523.5
10042,0.1610151779639401,0.0,0.0,108770.0,142599.1,0,142599.1
10043,0.1259712336805391,0.0,0.0,41820.0,53361.1,0,53361.1
10044,0.1034519135473821,0.0,0.0,212805.0,266740.8,0,266740.8
10045,0.2200420671411199,0.16466957,0.2267007147099862,221782.0,303850.7,1,253815.735886801
10046,0.1414861553642221,0.0,0.0,39330.0,50794.2,0,50794.2
10047,0.1822095066245792,0.16752638,0.2314251555502743,34749.0,46292.9,1,38537.618043298
10048,0.1589867652632684,0.1532981,0.2082111956994546,56187.0,73548.0,1,62273.2313412
10049,0.2111303961124122,0.16665582,0.2299820381537915,95088.0,129427.2,1,107857.403853696
10050,0.1152999411686058,0.0,0.0,78622.0,99480.4,0,99480.4
10051,0.1444579395888875,0.0,0.0,28610.0,37034.4,0,37034.4
10052,0.1599159971450989,0.0,0.0,24044.0,31495.6,0,31495.6
10053,0.1909876701273848,0.15450637,0.2101521752446556,41130.0,55154.8,1,46633.032063924
10054,0.1779888970945735,0.15871607,0.2169582396516237,97332.0,129255.8,1,108740.82739929401
10055,0.1520276464553741,0.0,0.0,243690.0,317291.1,0,317291.1
10056,0.1827678354684836,0.16457865,0.2265508865675983,306486.0,408474.7,1,341248.48531484505
10057,0.1104868116769174,0.0,0.0,53442.0,67362.9,0,67362.9
10058,0.2004335619812522,0.16454378,0.2264934325343823,306138.0,413419.0,1,345393.47501617996
10059,0.1400515539041738,0.0,0.0,30210.0,38972.5,0,38972.5
10060,0.1621256471747758,0.0,0.0,74600.0,97884.6,0,97884.6
10061,0.1714459122889498,0.15876754,0.2170418756784541,101370.0,133955.0,1,112687.29417929999
10062,0.1821419718217146,0.0,0.0,201456.0,268368.0,0,268368.0
10063,0.130623312633854,0.0,0.0,76884.0,98459.4,0,98459.4
10064,0.134508235832982,0.0,0.0,384321.0,493663.5,0,493663.5
10065,0.182968777060521,0.16513474,0.2274677844422465,80992.0,107959.8,1,90131.886496548
