ID,int_rc,NoPaiFull,NoPaidLoan,NewLoanApplication,monto_cobrar,acepta,pagado
10001,0.12,0.15640634,0.2132155556977513,37752.0,47945.0,1,40446.0980287
10002,0.11,0.15996672,0.2189933808336736,52917.0,66675.4,1,56009.55495731199
10003,0.08,0.0,0.0,106380.0,130847.4,1,130847.4
10004,0.06,0.1505349,0.2037931105115443,35830.0,43354.3,1,36827.96478493
10005,0.09,0.0,0.0,32816.0,40691.8,0,40691.8
10006,0.12,0.16704217,0.2306221138469878,57708.0,73289.2,1,61046.812994436
10007,0.1,0.15873079,0.2169821578279322,103440.0,129300.0,1,108776.108853
10008,0.09,0.0,0.0,139810.0,173364.4,0,173364.4
10009,0.1,0.15073611,0.2041138549997691,229950.0,287437.5,1,244110.28938187502
10010,0.06,0.16858912,0.2331909440492286,248843.0,301100.0,1,250337.81596799998
10011,0.06,0.0,0.0,73997.0,89536.4,1,89536.4
10012,0.08,0.16753012,0.2314313618169584,94941.0,116777.4,1,97213.668164712
10013,0.12,0.0,0.0,138348.0,175702.0,0,175702.0
10014,0.13,0.0,0.0,149382.0,191209.0,0,191209.0
10015,0.1,0.1641382,0.2258255252243852,174402.0,218002.5,1,182219.9620545
10016,0.19,0.15841617,0.2164711214805541,40590.0,54390.6,1,45774.249463998
10017,0.15,0.16684337,0.2302926827816277,27272.0,35453.6,1,29538.401897367996
10018,0.06,0.0,0.0,63238.0,76518.0,1,76518.0
10019,0.1,0.16969493,0.2350330939205273,215662.0,269577.5,1,223831.565007925
10020,0.11,0.0,0.0,101528.0,127925.3,0,127925.3
10021,0.06,0.16069987,0.2201892313539852,120790.0,146155.9,1,122668.665870267
10022,0.06,0.0,0.0,202147.0,244597.9,1,244597.9
10023,0.1,0.15052204,0.2037726158310216,267212.0,334015.0,1,283738.3808094
10024,0.1,0.0,0.0,306755.0,383443.8,0,383443.8
10025,0.06,0.0,0.0,101448.0,122752.1,1,122752.1
10026,0.15,0.16030647,0.2195472918553987,89369.0,116179.7,1,97555.342407341
10027,0.13,0.1545075,0.2101539930868694,137224.0,175646.7,1,148507.96749975
10028,0.11,0.16636494,0.2295005214871842,53210.0,67044.6,1,55890.729143676006
10029,0.06,0.1605433,0.2199336725765606,87180.0,105487.8,1,88552.44047826
10030,0.11,0.0,0.0,241757.0,304613.8,0,304613.8
10031,0.08,0.15500307,0.2109516900848385,111198.0,136773.5,1,115573.187605355
10032,0.09,0.1618892,0.2221336128826881,72308.0,89661.9,1,75146.60673851999
10033,0.09,0.16898656,0.2338524681381807,173040.0,214569.6,1,178310.221415424
10034,0.1,0.16410574,0.2257720982555855,12570.0,15712.5,1,13133.98856025
10035,0.1,0.16699931,0.2305510773346417,133980.0,167475.0,1,139506.79055775
10036,0.11,0.16731185,0.2310692514358466,54560.0,68745.6,1,57243.646484640005
10037,0.13,0.0,0.0,136788.0,175088.6,0,175088.6
10038,0.15,0.15016669,0.2032065482347356,129150.0,167895.0,1,142682.76358245
10039,0.11,0.16537605,0.2278660437434127,133654.0,168404.0,1,140554.0116758
10040,0.1,0.0,0.0,50104.0,62630.0,0,62630.0
10041,0.08,0.0,0.0,178392.0,219422.2,1,219422.2
10042,0.04,0.0,0.0,108770.0,129436.3,1,129436.3
10043,0.13,0.0,0.0,41820.0,53529.6,0,53529.6
10044,0.1,0.0,0.0,212805.0,266006.2,0,266006.2
10045,0.1,0.16466957,0.2267007147099862,221782.0,277227.5,1,231576.566782825
10046,0.1,0.0,0.0,39330.0,49162.5,0,49162.5
10047,0.08,0.16752638,0.2314251555502743,34749.0,42741.3,1,35581.004734506
10048,0.11,0.1532981,0.2082111956994546,56187.0,70795.6,1,59942.769031640004
10049,0.12,0.16665582,0.2299820381537915,95088.0,120761.8,1,100636.143196324
10050,0.19,0.0,0.0,78622.0,105353.5,0,105353.5
10051,0.04,0.0,0.0,28610.0,34045.9,1,34045.9
10052,0.1,0.0,0.0,24044.0,30055.0,0,30055.0
10053,0.1,0.15450637,0.2101521752446556,41130.0,51412.5,1,43468.941252375
10054,0.13,0.15871607,0.2169582396516237,97332.0,124585.0,1,104811.35841905
10055,0.09,0.0,0.0,243690.0,302175.6,0,302175.6
10056,0.04,0.16457865,0.2265508865675983,306486.0,364718.3,1,304693.454555705
10057,0.15,0.0,0.0,53442.0,69474.6,0,69474.6
10058,0.12,0.16454378,0.2264934325343823,306138.0,388795.3,1,324821.451691766
10059,0.06,0.0,0.0,30210.0,36554.1,1,36554.1
10060,0.06,0.0,0.0,74600.0,90266.0,1,90266.0
10061,0.13,0.15876754,0.2170418756784541,101370.0,129753.6,1,109152.940121856
10062,0.08,0.0,0.0,201456.0,247790.9,1,247790.9
10063,0.11,0.0,0.0,76884.0,96873.8,0,96873.8
10064,0.06,0.0,0.0,384321.0,465028.4,1,465028.4
10065,0.11,0.16513474,0.2274677844422465,80992.0,102049.9,1,85197.916296474
10066,0.14,0.16664553,0.2299649985677762,228492.0,294754.7,1,245635.146798509
10067,0.04,0.0,0.0,68814.0,81888.7,1,81888.7
10068,0.06,0.16706279,0.2306562922071881,178020.0,215404.2,1,179418.17337028202
10069,0.09,0.15175907,0.2057468866775858,136185.0,168869.4,1,143241.936904542
10070,0.08,0.0,0.0,106850.0,131425.5,1,131425.5
10071,0.1,0.16395622,0.225526051996942,149424.0,186780.0,1,156156.2572284
10072,0.08,0.0,0.0,89448.0,110021.0,1,110021.0
10073,0.06,0.1595319,0.2182851258721179,258818.0,313169.8,1,263209.22678338
10074,0.04,0.0,0.0,42270.0,50301.3,1,50301.3
10075,0.09,0.1554267,0.2116343306140508,42240.0,52377.6,1,44236.722478079995
10076,0.15,0.16759685,0.2315421049283631,96590.0,125567.0,1,104522.36633604999
10077,0.11,0.15731004,0.2146774669060967,77450.0,97587.0,1,82235.58512651999
10078,0.1,0.0,0.0,128380.0,160475.0,0,160475.0
10079,0.19,0.0,0.0,142450.0,190883.0,0,190883.0
10080,0.06,0.0,0.0,322507.0,390233.5,1,390233.5
10081,0.11,0.16323735,0.2243443257176929,94731.0,119361.1,1,99876.91034291501
10082,0.06,0.16990471,0.2353831166780863,156654.0,189551.3,1,157345.641343377
10083,0.11,0.15237726,0.2067356628492529,84380.0,106318.8,1,90118.23256951201
10084,0.1,0.155282,0.2114010829649658,58956.0,73695.0,1,62251.49301
10085,0.12,0.0,0.0,196346.0,249359.4,0,249359.4
10086,0.13,0.15484801,0.210701996335594,66556.0,85191.7,1,71999.93478648299
10087,0.08,0.16138265,0.2213048030785433,122213.0,150322.0,1,126062.6372867
10088,0.08,0.0,0.0,80852.0,99448.0,1,99448.0
10089,0.08,0.0,0.0,75366.0,92700.2,1,92700.2
10090,0.11,0.16073622,0.2202485766751425,41232.0,51952.3,1,43601.683677694
10091,0.15,0.0,0.0,89607.0,116489.1,0,116489.1
10092,0.06,0.0,0.0,174211.0,210795.3,1,210795.3
10093,0.1,0.15228513,0.2065882122605682,176304.0,220380.0,1,186819.4030506
10094,0.09,0.0,0.0,54312.0,67346.9,0,67346.9
10095,0.06,0.0,0.0,288615.0,349224.1,1,349224.1
10096,0.06,0.1623885,0.2229515413768793,55680.0,67372.8,1,56432.2320672
10097,0.06,0.0,0.0,26414.0,31960.9,1,31960.9
10098,0.06,0.0,0.0,82605.0,99952.0,1,99952.0
10099,0.04,0.0,0.0,70196.0,83533.2,1,83533.2
10100,0.08,0.16354679,0.2248527547643699,17072.0,20998.6,1,17564.346375505997
10101,0.09,0.0,0.0,29304.0,36337.0,0,36337.0
10102,0.11,0.15532531,0.2114708876857669,25266.0,31835.2,1,26890.387691088
10103,0.13,0.0,0.0,333642.0,427061.8,0,427061.8
10104,0.06,0.0,0.0,101122.0,122357.6,1,122357.6
10105,0.06,0.0,0.0,90504.0,109509.8,1,109509.8
10106,0.09,0.0,0.0,119149.0,147744.8,0,147744.8
