,ID,int_rc
0,10001,0.13560812175273895
1,10002,0.05200892731547356
2,10003,0.04579098008573056
3,10004,0.10189894586801529
4,10005,0.049153151437640194
5,10006,0.14790046215057373
6,10007,0.11948859691619873
7,10008,0.020037555313610938
8,10009,0.14424124360084534
9,10010,0.16986483335494995
10,10011,0.021140207634307445
11,10012,0.12293034046888351
12,10013,0.021123903784900904
13,10014,0.02417493609711528
14,10015,0.12841565907001495
15,10016,0.07966385036706924
16,10017,0.08295372128486633
17,10018,0.02311586307361722
18,10019,0.1788565069437027
19,10020,0.12815363705158234
20,10021,0.1704060435295105
21,10022,0.04509947866201401
22,10023,0.13392116129398346
23,10024,0.0739530697464943
24,10025,0.025744345020502806
25,10026,0.16996058821678162
26,10027,0.13906484842300415
27,10028,0.15236309170722961
28,10029,0.17183995246887207
29,10030,0.049633749276399616
30,10031,0.13220538198947906
31,10032,0.10861620306968689
32,10033,0.18353335559368134
33,10034,0.1645933836698532
34,10035,0.13274995982646942
35,10036,0.17010200023651123
36,10037,0.12710480391979218
37,10038,0.15375341475009918
38,10039,0.1727844476699829
39,10040,0.020703634053934366
40,10041,0.06478412121534348
41,10042,0.033858935795724396
42,10043,0.04002445608377457
43,10044,0.02591051671653986
44,10045,0.16410765051841736
45,10046,0.020327214744174853
46,10047,0.14243386685848236
47,10048,0.12528759241104126
48,10049,0.1616658717393875
49,10050,0.021793397590517998
50,10051,0.052894048839807514
51,10052,0.04153553068637848
52,10053,0.1501625031232834
53,10054,0.14899341762065887
54,10055,0.053258828818798065
55,10056,0.1676350086927414
56,10057,0.02027221898199059
57,10058,0.0788913294672966
58,10059,0.05786868557333946
59,10060,0.03635611616075039
60,10061,0.13849009573459625
61,10062,0.02239138654433191
62,10063,0.04366696856915951
63,10064,0.061814528405666355
64,10065,0.1651080697774887
65,10066,0.12563392519950867
66,10067,0.02079674436710775
67,10068,0.15902554988861084
68,10069,0.13497115671634674
69,10070,0.08300839364528656
70,10071,0.15739686787128448
71,10072,0.03872837729752064
72,10073,0.16225264966487885
73,10074,0.02230330997146666
74,10075,0.137399360537529
75,10076,0.1750786155462265
76,10077,0.15715409815311432
77,10078,0.04660376206040383
78,10079,0.03129252463579178
79,10080,0.13250641524791718
80,10081,0.16272404789924622
81,10082,0.18165627121925354
82,10083,0.05351816534996033
83,10084,0.16763083636760712
84,10085,0.03555279921740294
85,10086,0.14382611215114594
86,10087,0.1460762619972229
87,10088,0.036825111582875256
88,10089,0.060374923050403595
89,10090,0.17364732921123505
90,10091,0.059710532873868946
91,10092,0.03063183043152094
92,10093,0.13663502037525177
93,10094,0.06722106784582138
94,10095,0.022400113735347987
95,10096,0.15861043334007263
96,10097,0.020188094374607318
97,10098,0.04376165613532067
98,10099,0.032127440422773365
99,10100,0.1694403439760208
100,10101,0.022861950313672424
101,10102,0.12212306261062622
102,10103,0.023644343232735992
103,10104,0.05134051710367203
104,10105,0.07301928102970123
105,10106,0.02010559800284682
106,10107,0.12623721361160278
107,10108,0.07194890826940536
108,10109,0.023453956916928292
109,10110,0.11084851622581482
110,10111,0.043860650137066845
111,10112,0.14483048021793365
112,10113,0.1639252007007599
113,10114,0.025303582176566124
114,10115,0.16311529278755188
115,10116,0.05194023624062538
116,10117,0.11087287217378616
117,10118,0.16556565463542938
118,10119,0.02702411402016878
119,10120,0.13073661923408508
120,10121,0.05101146593689919
121,10122,0.05602356046438217
122,10123,0.09285599738359451
123,10124,0.02004726915722131
124,10125,0.020585862377192825
125,10126,0.13358429074287415
126,10127,0.02164607632905245
127,10128,0.15236881375312805
128,10129,0.15667758882045746
129,10130,0.0902000218629837
130,10131,0.11459369212388992
131,10132,0.02081255048280582
132,10133,0.059011876583099365
133,10134,0.03148543879389763
134,10135,0.03321086380630732
135,10136,0.03625119335949421
136,10137,0.02059107824927196
137,10138,0.15998055040836334
138,10139,0.03323128025978804
139,10140,0.07175848633050919
140,10141,0.1603493094444275
141,10142,0.05890295326709748
142,10143,0.020809831952210516
143,10144,0.1505519300699234
144,10145,0.0781150832772255
145,10146,0.07033436745405197
146,10147,0.16993577778339386
147,10148,0.12649133801460266
148,10149,0.13003577291965485
149,10150,0.14556032419204712
150,10151,0.1874081939458847
151,10152,0.06601873084902764
152,10153,0.1645399034023285
153,10154,0.17989692091941833
154,10155,0.11614427715539932
155,10156,0.020200743321329356
156,10157,0.10104683041572571
157,10158,0.061899275034666065
158,10159,0.17703571915626526
159,10160,0.15901929140090942
160,10161,0.09501442313194275
161,10162,0.02878050271421671
162,10163,0.02702521111816168
163,10164,0.020418263080064208
164,10165,0.1247459203004837
165,10166,0.023739411709830165
166,10167,0.14813554286956787
167,10168,0.1669527143239975
168,10169,0.12430258840322495
169,10170,0.020777154928073287
170,10171,0.03507478021085263
171,10172,0.17584748566150665
172,10173,0.033592893257737164
173,10174,0.14970290660858154
174,10175,0.051269300282001495
175,10176,0.06883077368140221
176,10177,0.030516718961298466
177,10178,0.03902195438742638
178,10179,0.02009300800593337
179,10180,0.06689364135265351
180,10181,0.026030709482729435
181,10182,0.13094639778137207
182,10183,0.18654696643352509
183,10184,0.02067007460165769
184,10185,0.1521764099597931
185,10186,0.14960862696170807
186,10187,0.10253459960222244
187,10188,0.02002375514122832
188,10189,0.1536407172679901
189,10190,0.15368852019309998
190,10191,0.16645991802215576
191,10192,0.10639501363039017
192,10193,0.17128190398216248
193,10194,0.15169696509838104
194,10195,0.10489846765995026
195,10196,0.15704236924648285
196,10197,0.1614854633808136
197,10198,0.0201188271708088
198,10199,0.1687721312046051
199,10200,0.036301231458783154
200,10201,0.053189386129379276
201,10202,0.02015102984616533
202,10203,0.021777635770849884
203,10204,0.17201727628707886
204,10205,0.046125593110919
205,10206,0.023395121544599533
206,10207,0.020080975827586372
207,10208,0.03175118330866099
208,10209,0.11238888651132584
209,10210,0.06663281470537186
210,10211,0.1755678355693817
211,10212,0.13925904035568237
