ID,int_rc
10001,0.12
10002,0.12
10003,0.12
10004,0.1309499
10005,0.12
10006,0.13299638
10007,0.13177723
10008,0.12
10009,0.13648935
10010,0.1448252
10011,0.12
10012,0.12
10013,0.12
10014,0.12
10015,0.12
10016,0.12
10017,0.13833758
10018,0.12
10019,0.14493634
10020,0.12
10021,0.1321038
10022,0.12
10023,0.12
10024,0.12
10025,0.12
10026,0.12829249
10027,0.13463649
10028,0.14455253
10029,0.1546774
10030,0.12
10031,0.12
10032,0.12
10033,0.15042035
10034,0.14238314
10035,0.13156429
10036,0.12944324
10037,0.12921077
10038,0.12
10039,0.14270036
10040,0.12
10041,0.12
10042,0.12
10043,0.12
10044,0.12
10045,0.13621978
10046,0.12
10047,0.14794697
10048,0.12911315
10049,0.1502959
10050,0.12
10051,0.12
10052,0.12
10053,0.12
10054,0.12979734
10055,0.12
10056,0.12322972
10057,0.12
10058,0.12
10059,0.12
10060,0.12
10061,0.14019166
10062,0.12
10063,0.12
10064,0.12
10065,0.14002818
10066,0.12
10067,0.12
10068,0.1370023
10069,0.12
10070,0.12
10071,0.13876408
10072,0.12
10073,0.1457699
10074,0.12
10075,0.13484281
10076,0.13411646
10077,0.13141538
10078,0.12
10079,0.12
10080,0.12
10081,0.12
10082,0.1489123
10083,0.12
10084,0.12635018
10085,0.12
10086,0.1274619
10087,0.12
10088,0.12
10089,0.12
10090,0.13033666
10091,0.12
10092,0.12
10093,0.12
10094,0.12
10095,0.12
10096,0.12
10097,0.12
10098,0.12
10099,0.12
10100,0.13416836
10101,0.12
10102,0.13340354
10103,0.12
10104,0.12
10105,0.12
10106,0.12
10107,0.1273281
10108,0.12
10109,0.12
10110,0.12
10111,0.12
10112,0.12505096
10113,0.133759
10114,0.12
10115,0.13190335
10116,0.12
10117,0.1243039
10118,0.15063822
10119,0.12
10120,0.12769553
10121,0.12
10122,0.12
10123,0.12616348
10124,0.12
10125,0.12
10126,0.13473019
10127,0.12
10128,0.12
10129,0.14191453
10130,0.12
10131,0.14396133
10132,0.12
10133,0.12
10134,0.12
10135,0.12
10136,0.12
10137,0.12
10138,0.12873845
10139,0.12
10140,0.12
10141,0.13526644
10142,0.12
10143,0.12
10144,0.14148773
10145,0.12
10146,0.12
10147,0.12691197
10148,0.12624341
10149,0.12
10150,0.12
10151,0.1485671
10152,0.12
10153,0.13072544
10154,0.13498072
10155,0.12886386
10156,0.12
10157,0.12
10158,0.12
10159,0.12
10160,0.13279487
10161,0.12
10162,0.12
10163,0.12
10164,0.12
10165,0.1265502
10166,0.12
10167,0.1239257
10168,0.14706443
10169,0.12
10170,0.12
10171,0.12
10172,0.14446081
10173,0.12
10174,0.1381694
10175,0.12
10176,0.12
10177,0.12
10178,0.12
10179,0.12
10180,0.12
10181,0.12
10182,0.12
10183,0.13906142
10184,0.12
10185,0.13247532
10186,0.12
10187,0.12
10188,0.12
10189,0.12564285
10190,0.13094132
10191,0.12784888
10192,0.12
10193,0.12
10194,0.14479037
10195,0.120614626
10196,0.12345206
10197,0.12
10198,0.12
10199,0.1426704
10200,0.12
10201,0.12
10202,0.12
10203,0.12
10204,0.15136954
10205,0.12
10206,0.12
10207,0.12
10208,0.12
10209,0.12
10210,0.12
10211,0.13615924
10212,0.12498223
10213,0.12
10214,0.12
10215,0.12641199
10216,0.13263908
10217,0.12
10218,0.12
10219,0.13495587
10220,0.12886254
10221,0.14736979
10222,0.13502128
10223,0.13154227
10224,0.14364992
10225,0.12
10226,0.12
10227,0.14927809
10228,0.12
10229,0.12
10230,0.12
10231,0.12
10232,0.12
10233,0.12
10234,0.12
10235,0.13144061
10236,0.12
10237,0.12
10238,0.12
10239,0.14478429
10240,0.12965482
10241,0.15059596
10242,0.12935385
10243,0.12
10244,0.12
10245,0.12
10246,0.13286982
10247,0.12843658
10248,0.14195025
10249,0.12881993
10250,0.12
10251,0.12
10252,0.12
10253,0.14993946
10254,0.13254288
10255,0.12
10256,0.12
10257,0.13787667
10258,0.1472577
10259,0.12
10260,0.12
10261,0.12
10262,0.12
10263,0.12431256
10264,0.12
10265,0.12
10266,0.12
10267,0.12
10268,0.12
10269,0.13204883
10270,0.12
10271,0.12
10272,0.12
10273,0.14669459
10274,0.13490066
10275,0.14047484
10276,0.12
10277,0.12
10278,0.12
10279,0.12
10280,0.14820677
10281,0.123760596
10282,0.12
10283,0.14020297
10284,0.13121423
10285,0.12
10286,0.12
10287,0.12599806
10288,0.12
10289,0.12
10290,0.12287978
10291,0.12
10292,0.12
10293,0.12
10294,0.13412024
10295,0.12
10296,0.12
10297,0.15310563
10298,0.12
10299,0.12
10300,0.12
10301,0.12
10302,0.12
10303,0.12
10304,0.14724916
10305,0.12
10306,0.13770518
10307,0.12
10308,0.12144702
10309,0.14196227
10310,0.12
10311,0.12965149
10312,0.12120276
10313,0.13415426
10314,0.12176098
10315,0.12
10316,0.12
10317,0.12
10318,0.12
10319,0.12
10320,0.12
10321,0.12
10322,0.12
10323,0.12
10324,0.12
10325,0.12
10326,0.12
10327,0.12
10328,0.12
10329,0.13742785
10330,0.13245207
10331,0.12906618
10332,0.12
10333,0.12
10334,0.13958701
10335,0.12
10336,0.13331987
10337,0.13007931
10338,0.12
10339,0.12
10340,0.12
10341,0.1277325
10342,0.12
10343,0.1426526
10344,0.12
10345,0.13737625
10346,0.12454356
10347,0.12
10348,0.12
10349,0.1378487
10350,0.12
10351,0.12
10352,0.12791644
10353,0.12
10354,0.12
10355,0.12
10356,0.12
10357,0.15449004
10358,0.12
10359,0.12
10360,0.12
10361,0.12
10362,0.13245352
10363,0.13161156
10364,0.13563697
10365,0.12
10366,0.12835765
10367,0.12
10368,0.12
10369,0.12
10370,0.12
10371,0.1263393
10372,0.12
10373,0.12
10374,0.12
10375,0.12
10376,0.12
10377,0.12
10378,0.12424133
10379,0.12827866
10380,0.1504404
10381,0.12645851
10382,0.1373193
10383,0.12
10384,0.13154934
10385,0.16210912
10386,0.14891145
10387,0.13394223
10388,0.13813125
10389,0.12
10390,0.12
10391,0.12
10392,0.1375439
10393,0.12
10394,0.14173582
10395,0.12810309
10396,0.13058399
10397,0.12
10398,0.12
10399,0.12
10400,0.12
10401,0.12
10402,0.12
10403,0.12864575
10404,0.12
10405,0.12367853
10406,0.12
10407,0.12
10408,0.12
10409,0.13535625
10410,0.15210682
10411,0.14123349
10412,0.12
10413,0.13079956
10414,0.12671284
10415,0.12
10416,0.12
10417,0.12
10418,0.12
10419,0.13724226
10420,0.12
10421,0.13744895
10422,0.12
10423,0.12
10424,0.12
10425,0.12
10426,0.13047759
10427,0.1346568
10428,0.12
10429,0.12720168
10430,0.12
10431,0.1368144
10432,0.14493982
10433,0.12
10434,0.12
10435,0.12
10436,0.12
10437,0.12
10438,0.13069542
10439,0.12
10440,0.12
10441,0.12
10442,0.12
10443,0.12
10444,0.12
10445,0.13525309
10446,0.13029765
10447,0.12
10448,0.13560401
10449,0.12
10450,0.12
10451,0.12
10452,0.12
10453,0.12556395
10454,0.1325963
10455,0.1309213
10456,0.13565321
10457,0.12
10458,0.12195072
10459,0.12
10460,0.12
10461,0.12
10462,0.12
10463,0.13936284
10464,0.12
10465,0.14564997
10466,0.12
10467,0.12
10468,0.13398992
10469,0.12
