ID,int_rc
10001,0.19634008421034232
10002,0.14388157930342324
10003,0.14388157930342324
10004,0.14388157930342324
10005,0.14388157930342324
10006,0.19634008421034232
10007,0.19634008421034232
10008,0.07897958094072698
10009,0.19634008421034232
10010,0.19634008421034232
10011,0.07897958094072698
10012,0.19634008421034232
10013,0.14388157930342324
10014,0.07897958094072698
10015,0.14388157930342324
10016,0.14388157930342324
10017,0.14388157930342324
10018,0.14388157930342324
10019,0.19634008421034232
10020,0.19634008421034232
10021,0.14388157930342324
10022,0.19634008421034232
10023,0.14388157930342324
10024,0.14388157930342324
10025,0.14388157930342324
10026,0.19634008421034232
10027,0.14388157930342324
10028,0.19634008421034232
10029,0.19634008421034232
10030,0.19634008421034232
10031,0.14388157930342324
10032,0.19634008421034232
10033,0.19634008421034232
10034,0.19634008421034232
10035,0.19634008421034232
10036,0.14388157930342324
10037,0.14388157930342324
10038,0.14388157930342324
10039,0.19634008421034232
10040,0.07897958094072698
10041,0.14388157930342324
10042,0.07897958094072698
10043,0.07897958094072698
10044,0.14388157930342324
10045,0.19634008421034232
10046,0.07897958094072698
10047,0.14388157930342324
10048,0.19634008421034232
10049,0.14388157930342324
10050,0.14388157930342324
10051,0.14388157930342324
10052,0.19634008421034232
10053,0.14388157930342324
10054,0.19634008421034232
10055,0.19634008421034232
10056,0.14388157930342324
10057,0.14388157930342324
10058,0.14388157930342324
10059,0.14388157930342324
10060,0.14388157930342324
10061,0.19634008421034232
10062,0.07897958094072698
10063,0.14388157930342324
10064,0.19634008421034232
10065,0.19634008421034232
10066,0.14388157930342324
10067,0.14388157930342324
10068,0.19634008421034232
10069,0.14388157930342324
10070,0.14388157930342324
10071,0.19634008421034232
10072,0.14388157930342324
10073,0.14388157930342324
10074,0.14388157930342324
10075,0.14388157930342324
10076,0.19634008421034232
10077,0.19634008421034232
10078,0.14388157930342324
10079,0.14388157930342324
10080,0.14388157930342324
10081,0.14388157930342324
10082,0.19634008421034232
10083,0.14388157930342324
10084,0.14388157930342324
10085,0.14388157930342324
10086,0.19634008421034232
10087,0.19634008421034232
10088,0.14388157930342324
10089,0.19634008421034232
10090,0.14388157930342324
10091,0.14388157930342324
10092,0.07897958094072698
10093,0.19634008421034232
10094,0.14388157930342324
10095,0.14388157930342324
10096,0.19634008421034232
10097,0.07897958094072698
10098,0.14388157930342324
10099,0.14388157930342324
10100,0.19634008421034232
10101,0.14388157930342324
10102,0.14388157930342324
10103,0.14388157930342324
10104,0.14388157930342324
10105,0.14388157930342324
10106,0.07897958094072698
10107,0.14388157930342324
10108,0.14388157930342324
10109,0.14388157930342324
10110,0.14388157930342324
10111,0.14388157930342324
10112,0.19634008421034232
10113,0.14388157930342324
10114,0.14388157930342324
10115,0.14388157930342324
10116,0.14388157930342324
10117,0.19634008421034232
10118,0.19634008421034232
10119,0.14388157930342324
10120,0.19634008421034232
10121,0.14388157930342324
10122,0.14388157930342324
10123,0.14388157930342324
10124,0.07897958094072698
10125,0.07897958094072698
10126,0.19634008421034232
10127,0.07897958094072698
10128,0.14388157930342324
10129,0.19634008421034232
10130,0.14388157930342324
10131,0.14388157930342324
10132,0.14388157930342324
10133,0.14388157930342324
10134,0.14388157930342324
10135,0.14388157930342324
10136,0.14388157930342324
10137,0.14388157930342324
10138,0.19634008421034232
10139,0.14388157930342324
10140,0.14388157930342324
10141,0.19634008421034232
10142,0.14388157930342324
10143,0.14388157930342324
10144,0.19634008421034232
10145,0.19634008421034232
10146,0.14388157930342324
10147,0.14388157930342324
10148,0.14388157930342324
10149,0.14388157930342324
10150,0.19634008421034232
10151,0.19634008421034232
10152,0.19634008421034232
10153,0.14388157930342324
10154,0.14388157930342324
10155,0.14388157930342324
10156,0.07897958094072698
10157,0.14388157930342324
10158,0.14388157930342324
10159,0.19634008421034232
10160,0.19634008421034232
10161,0.14388157930342324
10162,0.14388157930342324
10163,0.14388157930342324
10164,0.14388157930342324
10165,0.19634008421034232
10166,0.14388157930342324
10167,0.14388157930342324
10168,0.19634008421034232
10169,0.14388157930342324
10170,0.07897958094072698
10171,0.14388157930342324
10172,0.19634008421034232
10173,0.14388157930342324
10174,0.19634008421034232
10175,0.14388157930342324
10176,0.19634008421034232
10177,0.14388157930342324
10178,0.14388157930342324
10179,0.07897958094072698
10180,0.14388157930342324
10181,0.14388157930342324
10182,0.14388157930342324
